Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2023-04-20,1565.1,1579.98,1582.3,1562.11,14094555000
2023-04-21,1558.36,1563.91,1572.43,1549.64,16544518000
2023-04-24,1557.87,1555.76,1561.55,1553.15,12117863000
2023-04-25,1540.2,1557.8,1559.86,1538.31,14695024000
2023-04-26,1543.95,1543.29,1549.81,1532.08,12252990000
2023-04-27,1531.23,1539.28,1540.24,1525.93,13550429000
2023-04-28,1529.12,1536.28,1542.41,1524.3,14017234000
2023-05-02,1528.43,1531.92,1535.35,1517.98,12865872000
2023-05-03,1533.3,1521.17,1533.9,1507.22,15636066000
2023-05-08,1562.25,1541.51,1562.25,1537.46,11796582000
2023-05-09,1564.66,1561.76,1569.74,1554.68,12529293000
2023-05-10,1569.56,1562.66,1570.85,1557.68,11753961000
2023-05-11,1567.4,1571.21,1576.59,1564.78,13231795000
2023-05-12,1561.35,1565.66,1567.81,1548.03,16070217000
2023-05-15,1541.38,1570.62,1570.62,1536.82,18092088000
2023-05-16,1539.84,1541.11,1545.74,1536.36,14920154000
2023-05-17,1522.74,1541.29,1543.63,1517.21,14468215000
2023-05-18,1526.69,1531.15,1541.06,1526.69,15583824000
2023-05-19,1514.89,1529.15,1530.47,1512.66,15032823000
2023-05-22,1529.24,1505.21,1531.01,1491.12,18038356000
2023-05-23,1534.84,1526.15,1536.59,1518.38,15180615000
2023-05-24,1536.51,1530.61,1542.91,1529.45,12612396000
2023-05-25,1535.42,1537.55,1541.06,1529.64,13131435000
2023-05-26,1530.84,1533.18,1536.08,1527.59,10660402000
2023-05-29,1540.97,1535.63,1543.11,1535.63,11961602000
2023-05-30,1534.81,1543.3,1545.55,1531.3,13292891000
2023-05-31,1533.54,1525.58,1533.54,1521.33,15331018000
2023-06-01,1521.4,1534.16,1536.76,1521.31,19365872000
2023-06-02,1531.2,1526.87,1534.49,1524.52,16219717000
2023-06-06,1528.54,1537.62,1539.49,1526.93,13759887000
2023-06-07,1533.21,1531.3,1534.69,1522.3,14352785000
2023-06-08,1559.5,1533.56,1559.5,1530.55,13835610000
2023-06-09,1555.11,1558.94,1559.43,1549.57,12295229000
2023-06-12,1551.41,1551.12,1555.89,1547.46,11310291000
2023-06-13,1562.4,1553.11,1566.26,1552.3,11713195000
2023-06-14,1561.15,1565.85,1569.34,1559.34,12738683000
